7News/Suffolk,
AAF/Ayers,
AAF/Fabrizio,
ABC News,
ABC News/Wash Post,
ABC/WP,
ABC/Wash Post,
AEA/CSRC,
AEA/Capital Survey,
AFP/Magellan,
AIF/McLaughlin,
AP-Ipsos,
AP-Pew,
AP/ICR,
ARG,
Alabama State,
Albuquerque Journal,
Aloha Vote/MRG,
American Insights,
American Res. Group,
American Viewpt.,
Argus Leader/Mason-Dixon,
Arizona State,
Associated Press-GfK,
Associated Press/CNBC,
Associated Press/GfK,
Atlanta Journal-Constitution,
Ayres McHenry,
Baltimore Sun,
Baltimore Sun/OpinionWorks,
Bangor Daily News/Ipsos,
Baselice & Associates,
Battleground,
Battleground (Lake),
Battleground (Tarrance),
Baydoun/Foster,
Behavior Res. Ctr,
Behavior Research Center,
Benenson Strat.,
Big10 Battleground,
Billings Gazette,
Bloomberg,
Bloomberg News,
Bloomberg/Saint Anselm,
Boston Globe,
Boston Globe/UNH,
Brown University,Brown University
CBS News,
CBS News/NY Times,
CBS News/NYT/YouGov,
CBS News/Quinnipiac,
CBS/NYT/Quinnipiac,
CEA/Hickman Analytics,
CFG/Basswood Research,
CH2/Insider Advantage,
CNBC,
CNN,
CNN/ORC,
CNN/Opinion Research,
CNN/OpinionResearch,
CNN/Time,
CNN/USA Today/Gallup,
CNN/WMUR,
CNN/WMUR/UNH,
CNU,
CNU Virginia Poll,
CNU/Times-Dispatch,
CN|2/Braun Research,
CT Capitol Report/MRG,
Caddell/McLaughlin/SAN,
Castleton State College,Castleton State College
Change Congress,
Chicago Sun-Times,
Chicago Tribune,
Chicago Tribune/WGN,
Chism Strategies,
Cincinnati Enquirer/Ohio News,
Ciruli Assoc.,
Civitas,
Civitas/TelOpinion,
Civitas/TelOpn,
Clarus Research,
Clemson,
Clemson Palmetto Poll,
Cleveland Plain Dealer,
Cole Hargrave Snodgrass & Associates,Cole Hargrave Snodgrass & Associates
Columbus Dispatch,Columbus Dispatch
Concord Monitor,
Cook Political Report,
Cook/RT Strategies,
Cooper & Secrest,Cooper & Secrest
Courier-Journal,
Courier-Journal/SurveyUSA,
Critical Insights,Critical Insights
DHM Research/OPB,
DMR/Bloomberg,
Daily Kos/PPP,
Daily Kos/R2000,
Dakota Wesleyan,
Dallas Morning News,
Dartmouth,
Democracy Corps,
Denver Post/Mason-Dixon,
Denver Post/SurveyUSA,
Des Moines Register,
Des Moines Register/Bloomberg,
Deseret News,
Deseret News/KSL,
Det. News (EPIC/MRA),
Detroit Free Press,
Detroit Free Press/WXYZ,
Detroit News,
Diageo/Hotline,
Dittman Research,Dittman Research
Downs Center,
Downs Center/SUSA,
EPIC-MRA,EPIC-MRA
Elon Univ./Charlotte Observer,
Elon University,Elon University
Elway Poll,
Emerson College,Emerson College
Esquire/Yahoo! News,
F&M/Hearst-Argyle,
FDL/Survey USA,
FDU/Public Mind,
FL Chamber of Commerce,
FL CoC/POS,
FM3 Research,
FOX 2 Detroit/Mitchell,
FOX Chicago/WAA,
FOX News,
FOX News/POR-Rasmussen,
FOX News/Rasmussen,
Fabrizio,
"Fairbank, Maslin, Maullin &  Assoc",
Fairleigh Dickinson,
Field,
Florida Chamber,
Florida Poll/NYT-USF,
Florida Times-Union/InAdv,
Forum Poll/MSUM,
Forum/Essman,
Forum/UND,
Franklin & Marshall,
Franklin Pierce,
GCR/WWL-TV,
GQR,
GW/Battleground,
GWU/Battleground,
Gallup,Gallup
Gallup (Expanded),
Gallup (LV Higher Turnout),
Gallup (LV Lower Turnout),
Gallup (Traditional),
Gallup Tracking,
Glengariff Group,
Gonzales Res.,
Gonzales Research,
Goucher Poll,
Gravis Marketing,Gravis Marketing
Greg Smith & Assoc.,
Grove Insight,Grove Insight
HRC/TexasWatch,
Hamilton Beattie & Staff,
Hamilton Campaigns,Hamilton Campaigns
HamptonÂ University,
Harper,
Harris,
Harstad Strategic Res.,
Hart/McLaughlin,
Hartford Courant,
Hartford Courant/UConn,
Harvard/Saint Anselm,
Hays Research,
Hearst/F&M,
Herald/SPT/Bay9,
Hicks/Apache,
High Point,
High Point/SurveyUSA,
HighGround/Moore,
Hoffman Research,
Honolulu Advertiser,
Honolulu Civil Beat/MRG,
Honolulu Star-Advertiser,
Hoosier Poll,
Hotline/FD,
Hotline/FD Tracking,
Howey-Gauge,
Howey/DePauw,
Human Events,
IBD/CSM/TIPP,
IBD/TIPP,IBD/TIPP
ICR,
ISU/Gazette/KCRG,
IWV/GEB International,
Impact Management Group,
InAdv/PollPosition,
Indiana Legislative Insight,
Indy Star/Selzer,
InsAdv,
Inside MI Politcs/MRG,
Inside MI Politics/MRG,
Inside Michigan Politics,Inside Michigan Politics
Insider Advantage,
InsiderAdvantage,InsiderAdvantage
Iowa State,
Ipsos,
Ipsos Public Affairs,
Ipsos-McClatchy,
Ipsos-Reid/Cook,
Ipsos/McClatchy,
Ipsos/Reid,
Ivan Moore Res.,
Ivan Moore Research,Ivan Moore Research
JMC Analytics,
Jones & Assoc,
KCCI/Research 2000,
KHOU/Houston Public Media,
KSN3/Missouri State Univ.,
KSTP/SurveyUSA,
KY3/Missouri State Univ.,
Kean University,
Keystone Poll,
Kitchens Group,
LA Times,
LA Times/Bloomberg,
LA Times/KTLA,
LA Times/USC,
LE&A/Denno Research,
LVRJ/Mason-Dixon,
LVRJ/SurveyUSA,
Landmark,
Landmark Communications,Landmark Communications
Landmark/Rosetta Stone,
Las Vegas Review-Journal,
Loras College,
MBE,
MN Star-Tribune,
MPRC,
MRG,
MRG of Lansing,
MSU-Billings,
Magellan,
Magellan Strategies,Magellan Strategies
Mansfield University,
Marist,
Marquette University,Marquette University
Marshall Univ/Orion Strategies,
Mason-Dixon,
Mass Insight/Opinion Dynamics,
MassINC,
McClatchy/Marist,
McLaughlin,
McLaughlin & Associates,McLaughlin & Associates
McLaughlin/ACU,
Mellman Group,Mellman Group
Mercyhurst College,
Mercyhurst University,
Merriman,
Miami Herald/SP Times,
Middle Tn. State U.,
Middle Tn. State Univ.,
Minn. Pub. Radio,
Minn. Public Radio,
Minuteman/Neighborhood,
Mitchell Research,
Mitchell/Rosetta Stone,
Momentum Analysis,Momentum Analysis
Monitor/Research2000,
Monmouth University,Monmouth University
Monmouth/Gannett,
Monmouth/SurveyUSA,
Monmouth/SurveyUSA/Braun,
Montana State U.,
Moore Info.,
Morning Call,
Morning Call Tracking,
N. Ariz. Univ.,
NBC 10/Quest Research,
NBC NY/WSJ/Marist,
NBC News,
NBC News/Marist,
NBC News/Wall St. Jrnl,
NBC/Mason-Dixon,
NBC/PSRA,
NBC/WSJ,
NBC/WSJ/Marist,
NBC4/NBC News/Marist,
NE College,
NH Journal/Magellan,
NH Journal/NE College,
NH Journal/NEC,
NH1/Reach,
NMB Research/AFF,
NPR,NPR
NPR - POS/GQR,
NPR/GQR/Resurgent,
NSON Opinion Strategy,
NY Times/Kaiser,
NY Times/NY1/Siena,
NY Times/Siena,
NY1,
NY1/Siena,
NYT/CBS News,
National Journal,National Journal
National Journal/FD,
Neighborhood,
Neighborhood Research,
New England College,New England College
New York Times,
News-Press/WINK/PPP,
Newsweek,
Newsweek/Daily Beast,
Nielson Brothers,
North Dakota UTU,
ORL/Wenzel Strategies,
Ogden & Fry,
Ohio Newspaper Poll,
Ohio Newspapers/Univ of Cin.,
Ohio Poll/Univ of Cin.,
Old Dominion Poll,
Old Dominion University,Old Dominion University
Omaha World-Herald,
OnSight/Keating,
Opinion Research Associates,Opinion Research Associates
Orion Strategies,Orion Strategies
POS,
POS/FM3,
POS/GQR,
PPIC,
PPP,
Palmetto Politics Poll/VSS,
Pan Atlantic SMS,
Pew Research,
Pew Research/PSRAI,
Pew/National Journal,
Philadelphia Inquirer,Philadelphia Inquirer
PineTreePolitics/MECPO,
Politico/GWU/Battleground,
Politico/InAdv,
Politico/PPP/Harper,
Politico/Tarrance,
Portland Press Herald,
Portland Tribune,
Post-Dispatch/Mason-Dixon,
Post-Dispatch/R2000,
Press Register,
Project New America/Keating,
Project New America/Myers,
Project New America/PPP,
Providence Journal/WPRI,
Pub Op Str,
Public Policy Polling,Public Policy Polling
Purple Strategies,Purple Strategies
Quad City Times,
Quad City-Times/R2000,
Quad-City Times/R2000,
Quinnipiac,
Quinnipiac/WSJ/WP,
Quinnipiac/WSJ/WP.com,
R2000/Daily Kos,
RRH/PMI,
Rasmussen,
Rasmussen Reports,
Rasmussen Tracking,
Reason-Rupe,
Reason-Rupe/PSRAI,
Remington Research Group,
Reno Gazette-Journal,
Research 2000,Research 2000
Resurgent Republic,
Retail Assoc. of Nevada/POS,
Reuters/C-SPAN/Zogby,
Reuters/CSpan/Zogby,
Reuters/Ipsos,
Reuters/Zogby,
ReutersC-Span/Zogby,
Rhode Island College,Rhode Island College
Richard Stockton College,
Riley Research,
Roanoke College,Roanoke College
Rocky Mtn News/CBS4,
Rossman Group/MIRS,
Rossman/Team TelCom,
Rtrs/CSpan/Zog,
Rutgers-Eagleton,
S. Media/Op. Research,
SE Louisiana,
SMOR,
SMOR/Grigsby,
Sacred Heart Univ,
Saint Leo University,
Schoen,
Scripps,
Siena,
Sooner Poll,
Sooner Poll/News 9/News on 6,
Sooner Poll/Tulsa World,
Southern Media & Opinion Research,Southern Media & Opinion Research
St. Anselm,
St. Anselm/SRBI,
St. Cloud State U.,
St. Petersburg Times,
Star Tribune,Star Tribune
Star Tribune/Mason-Dixon,
State House News,
Stockton/Zogby,
Strategic National,
Strategic Vision,
Strategies 360,Strategies 360
Suffolk,
Suffolk University,Suffolk University
Suffolk/7News,
Suffolk/7News Tracking,
Suffolk/Boston Herald,
Suffolk/Herald,
Suffolk/KSNV,
Suffolk/WHDH,
Suffolk/WSVN,
Suffolk/WWBT,
Sun-Sentinel/R2000,
Sun-Times/WeAskAmerica,
Sunshine State News/VSS,
SurveyUSA,SurveyUSA
SurveyUSA/Civitas,
Susquehanna,
TB Times/Bay News 9/News 13/UF,
TB Times/Bay News 9/WUSF,
TBT/Herald/Mason-Dixon,
TCPalm.com/Zogby,
TIR-Voter/Consumer Res.,
Talk Business Poll,
Target-Insyght/MIRS,
TargetPoint,
Tarrance Group,Tarrance Group
TelOpinion,
Temple Univ.,
Tennessean/Vanderbilt,
Texas Lyceum,
The Arkansas Poll,
The Economist/YouGov,
The Feldman Group,
"The Hill/Penn, Schoen & Berland",
The Oregonian,
The Oregonian/Elway,
The Polling Company,
The Simon Poll/SIU,
The Washington Poll,
The West Virginia Poll,
Time,
Times Leader/Critical Insights,
Times-Dispatch/MD,
Tribune-Review/Susquehanna,
U-T San Diego,
U-T San Diego/SurveyUSA,
U. of WI,
UCA,
UMass Amherst,
UMass Amherst/WBZ,
UMass Lowell/7News,
UMass Lowell/Boston Herald,
UMass Poll,
UNF,
UNH,
USA Today/Gallup,
USA Today/Gallup (Expanded),
USA Today/Gallup (Traditional),
USA Today/PSRAI,
USA Today/Pew Research,
USA Today/Suffolk,
USAT/Gallup Tracking,
USAT/Suffolk,
UT/Texas Tribune,
Univ of Cinci/Ohio Poll,
Univ. of Cinci,
Univ. of Connecticut,
Univ. of Iowa,
Univ. of Mary Washington,
Univ. of Wisconsin,
University of Cincinnati,
University of Delaware,
University of Denver,
University of Florida,
University of New Hampshire,University of New Hampshire
University of New Orleans,University of New Orleans
University of Texas,
UtahPolicy/Dan Jones,
UtahPolicy/Western Wats,
VC Research,
VCU,
VPR/Mason-Dixon,
Vanderbilt University,Vanderbilt University
Vanguard/Denno Research,
Virginian-Pilot/CNU,
Virginian-Pilot/ODU,
Voter/Consumer Res/TIR,
Vox Populi,
Vox Populi/DC,
Vox Populi/Daily Caller,
WAFB/FOX8/Raycom,
WBUR/MassINC,
WCAX - Burlington,
WFAA/Belo,
WFB/The Polling Company,
WGBH/Emerson,
WISH-TV/EPIC-MRA,
WMUR/UNH,
WNBC/Marist,
WP/Bloomberg/PSRAI,
WPA,
WPA Research,
WPR/St. Norbert,
WPRI,
WPRI/Fleming,
WRBL/Ledger-Enquirer/PMB,
WRS/GOPAC-TX,
WSB-TV/Landmark,
WSMV - Nashville,
WSOC-TV,
WWL-TV/Clarus Research,
Wash Post/Pew/SRBI,
Wash Times/JZ Analytics,
WashTimes/JZ Analytics,
Washington Post,
WeAskAmerica,
Wenzel Strategies,Wenzel Strategies
West Chester Univ.,
Western Kentucky Univ.,
Western NE College,
Westhill Partners/Hotline,
Wilson Research,
Winston Group,Winston Group
Winthrop,
Winthrop Univ.,
Winthrop/ETV,
Wirthlin Worldwide,Wirthlin Worldwide
YouGov,YouGov
Zimmerman,
Zogby,
Zogby Interactive,
Zogby/Rappaport,
Zogby/WSJ,
amNewYork/News 12,
